domain,company_name,description,logo,year_founded,street_address,city,state,country,country_iso_code,postal_code,latitude,longitude,sic_code,naics_code,industry,employee_count,employee_range,annual_revenue,revenue_range,phone_numbers,email_addresses,type,ticker,exchange,global_ranking,tags,tech_tags,linkedin_url,facebook_url,twitter_url,instagram_url,crunchbase_url
airbnb.com,Airbnb,,,2008,,San Francisco,,United States,,,,,,,Internet,14604,,,,[],[],,,,,[],[],linkedin.com/company/airbnb,,,,
